Neuronal/Branch A	Neuronal/Branch B	Neuroblast	Cycling ENCC/glia	ENCC/glia progenitor	Differentiating glia	Fetal glia 1	Fetal glia 2	Fetal glia 3	Adult glia
ATF6B	0.011424646759483	0.0223552874783133	0.00473487695429464	0.00466088270141718	0.0172618650750891	0.00911635636645114	0.0192109966040549	0.0171244905194067	0.0209197397245742	0.0518554486357289
ATF7	0.0631473881437169	0.0632012840250211	0.0131613708857551	0.0432699286856846	0.0791754503894544	0.0443848592963594	0.165236206554657	0.0697809378234548	0.0601081926237574	0.293000472785306
BACH1	0.0715659099569537	0.0609492311783488	0.00986972853378076	0.0759157908609038	0.120198848008515	0.133566554604717	0.0858240081836767	0.132344555292165	0.10261263817285	0.316883936138755
BACH2	0.167717049173124	0.155685469877409	0.0272840626030971	0.0882526010529477	0.15711580346011	0.0905177099974525	0.0858411768012665	0.0782208059421872	0.102934764906372	0.237908107453898
BATF	0.102675106597087	0.0975516902019514	0.0235260227998869	0.106185280163776	0.142287713898931	0.0927635043531686	0.0687406816431858	0.0663590360551249	0.0963417656561996	0.373706646079435
BATF3	0.121037514143729	0.112807962542394	0.0239558135447778	0.0776475754246304	0.113373346117333	0.187676730598995	0.0495615532637538	0.0586562534833901	0.0680654947537939	0.226663917003876
BCL3	0.0722891698314087	0.0737238095061445	0.0160570446061011	0.0747162482254875	0.119651168573295	0.155788508210023	0.0699673220485776	0.0704555693614191	0.110687695452557	0.360219217071746
BCL6	0.0409144333428231	0.0418203455046835	0.0144909451139366	0.0278545755172955	0.0783296804619926	0.0607864423346413	0.0294428153725915	0.0551376428763654	0.106765393766146	0.133696452731745
BCLAF1	0.150625553161262	0.145881501784979	0.0368763277093077	0.152482204810736	0.210307852626402	0.110038564627189	0.0495450015363148	0.0689396855649465	0.106474478459117	0.206252727628468
BDP1	0.160967371164127	0.149174574166098	0.0315159477274126	0.131783173486957	0.19214638272933	0.108541000392442	0.0488880148105716	0.0694549738729093	0.103427106820602	0.211404202237527
BRCA1	0.116438468072828	0.119320774108464	0.0343404163090312	0.212987817259756	0.220828372296643	0.101871495410316	0.046586674707416	0.0693053216652386	0.105449510389912	0.186356174979691
BRF1	0.15552986062698	0.144744139774189	0.0305944194540779	0.130809494337589	0.176869914805481	0.0792601727757805	0.0530920473084949	0.0674525091011586	0.102031724219877	0.235018869915158
BRF2	0.0381934602711044	0.0429646850397799	0.00899936960510661	0.022042546040916	0.0576024312845697	0.0604270244202166	0.0592531847819877	0.0474117242964325	0.0631592255490399	0.2300538330324
CD59	0.0879912491303874	0.0786734741553136	0.0153098682943722	0.0755129149469441	0.121112646015087	0.101375648439604	0.0759720070020583	0.0871467470836745	0.108933702942237	0.408538084733629
CDX1	0.0697919358201459	0.126504767400916	0.0445316540279163	0.0862552233268649	0.174636607086067	0.0382456074207276	0.0373670427611664	0.0517245194377731	0.0992888538577568	0.204443061392292
CDX2	0.0442600660687426	0.0510264328588147	0.0119119558725762	0.0368550223044506	0.0756824931153459	0.0590636004573258	0.100084007303366	0.0515108184712467	0.133544850800961	0.326975332206854
CEBPA	0.167421867803522	0.181668549651834	0.0274597227634307	0.0603327963622894	0.120646874868115	0.0620691244315954	0.0345491664169675	0.059032199226701	0.0878592595348767	0.144013017918719
CEBPB	0.105817052002004	0.0979364678401575	0.0227107826930499	0.105384246741558	0.151056402230269	0.114343765987838	0.0709434042469886	0.0798157088489968	0.105038582861732	0.348109739162314
CEBPD	0.104622789526337	0.0986074269740465	0.0246474265773898	0.123074611862115	0.179156441635623	0.143745344310731	0.0675176985168805	0.0830476590107629	0.12832290770906	0.27062353420233
CEBPG	0.166129571238286	0.148914091672015	0.0298878153294626	0.115245443324597	0.173706537768484	0.145469670525797	0.0482655902176147	0.0663923851319043	0.0830415934049732	0.204505965385921
CEBPZ	0.09956884110308	0.107591286559699	0.0298041327773949	0.125285081383385	0.170018495755257	0.0790780020803603	0.0483388626906981	0.0592588709318874	0.101965066759906	0.181382266562515
CLOCK	0.130200778999766	0.128913015433569	0.0274060597812807	0.0739987170706428	0.145947557943014	0.0778474355726217	0.0481050042509326	0.0616535366926902	0.106128315929249	0.275428113302917
CPSF4	0.154834574175611	0.167595428391339	0.0312500041889987	0.0245036949380503	0.0514821180144521	0.0269600663932674	0.0156314727033636	0.0280848499234352	0.0514737870322304	0.142902660014747
CREB1	0.158899950056676	0.154360789553084	0.0363846583587746	0.125588427824814	0.205139795331888	0.0969300273564887	0.0464478601702518	0.0720547900701866	0.112319397348243	0.203853461285795
CREB3	0.0744841111915178	0.0719360050261721	0.0165510721656127	0.0842042732227896	0.129731418237458	0.0644807752372819	0.109057840250408	0.103126375310145	0.127668757523564	0.36697863594953
CREB3L2	0.0313043825182396	0.0334614283840756	0.00779376915431562	0.0438707001328215	0.08234275024982	0.101676797144058	0.122130673159526	0.119774538434774	0.093138818397119	0.357905956882503
CREB5	0.15193952811855	0.137629259032301	0.0295994334395023	0.123492358058702	0.189130495639303	0.118631458951969	0.0602816922159392	0.0843664408757883	0.118907092486024	0.22395108870935
CREBL2	0.271382363918192	0.182039745660575	0.036954888717625	0.0504050348262449	0.10272835238462	0.0524246402545215	0.0203708975476063	0.0361092907305881	0.124563402965354	0.0817754658642849
CREM	0.132506721542419	0.121365246630589	0.0318666939947587	0.130065463892334	0.186371390594172	0.115648048758316	0.0594976926411668	0.0766488109224086	0.0962555514725311	0.269856024745476
CTCF	0.138460627518811	0.138633149595002	0.0330511873385732	0.164700449418632	0.200834665310702	0.109193047873862	0.0522705407784547	0.0731292942915889	0.104923824321036	0.21071237898409
CUX1	0.129718361323676	0.125467065485766	0.0328676780787234	0.137892620997648	0.203494494512866	0.0971169254222987	0.0691479073069227	0.0882903316402934	0.132259744221369	0.225495357240603
CUX2	0.282039014835923	0.339798005644502	0.0130247927106744	0.0240392837885656	0.039524433931455	0.0150344786475318	0.00894054124545707	0.0269155687612262	0.0213139409677044	0.0482699630524975
CYB5R1	0.00971476957190009	0.0195394897287072	0.00742035327611756	0.0197537584958777	0.0402412260918482	0.0484462950689747	0.0245730903479775	0.0665907601363388	0.185608680361481	0.126705107869965
DBP	0.143839164646964	0.146717365919944	0.0290636284453962	0.11995156667277	0.16384166958032	0.105657025590374	0.0525853128146093	0.0679745833661222	0.0844657685223451	0.166232023696244
DDIT3	0.113959433942084	0.106326213015088	0.024655448016097	0.125748574900746	0.16551409753321	0.141826512259927	0.0725259535921116	0.0746408807868907	0.100446649312746	0.287339445856364
DLX1	0.0702514334978017	0.105608760425184	0.0476923840238829	0.151650678985374	0.211998489064607	0.049981543119907	0.0219891444123322	0.0408140979007598	0.0634729997057341	0.0501932425998463
DLX2	0.147631844445555	0.139203957740536	0.0414110868726977	0.162011426207398	0.237025910318407	0.0930082520632962	0.0474567907393755	0.065329771511201	0.109374035772366	0.177794406614991
DMAP1	0.199399939091798	0.190709707645398	0.0277088624602873	0.108298299071316	0.148469875593427	0.0554230757687793	0.0410080834896347	0.0536299502594679	0.0843580201154467	0.163216308967164
DRGX	0.24011607105803	0.246100741060068	0.0348123641113269	0.0883294758389087	0.151722384010545	0.0570598768800098	0.0464446744760785	0.048621316140986	0.0886428426727018	0.152190079901339
E2F1	0.142945402156317	0.136108695657109	0.0430140586476274	0.213718484459224	0.228431511334109	0.0891926769555419	0.0463301868492926	0.0584235913194251	0.0926715678343842	0.173345248907663
E2F2	0.0929554074833207	0.117552416486884	0.0313244552644297	0.233458113531638	0.191685404895947	0.0867583458424573	0.0575811829768825	0.0552791784533341	0.0883820987871661	0.211066198066401
E2F3	0.159743580048932	0.156540971806733	0.0459032275675472	0.165820106620593	0.233160309053319	0.0890366948737892	0.0404595198750703	0.059755293941301	0.095552217357274	0.161032712335871
E2F4	0.0717992085993667	0.091419368476265	0.0248267443301589	0.0646621409810372	0.123738997947257	0.0507688002857171	0.04598500822511	0.0623935055474788	0.0891270899858922	0.156474136818556
E2F6	0.149402762974326	0.140505952266921	0.03478204286151	0.144902418611063	0.197879549229405	0.108899888045892	0.0560730135932382	0.0697661735703562	0.0949428633184725	0.224774986243336
E2F7	0.109578603520914	0.112466946077456	0.0307410066268176	0.242633177577166	0.201226510120838	0.105262232749273	0.0485013530327021	0.066428576010219	0.0964480670774832	0.197004507542975
E2F8	0.100707278327921	0.103764431793139	0.028010776605036	0.24032721042719	0.194004704204273	0.103655750104536	0.0627247816363826	0.0716641901012388	0.103786391760337	0.207994432818653
E4F1	0.0891321326902887	0.151411672149575	0.0275265200939064	0.0344752872706957	0.0876139881276922	0.0238647336331834	0.0155968363674485	0.0174580423349769	0.0606615563076531	0.084552634357143
EBF1	0.0521955450699558	0.0850847827471601	0.00754054270466353	0.00801834173070237	0.0310540280682338	0.015947833166936	0.00942910383889206	0.0224323685428727	0.0577943423449814	0.0466026985501821
EGR1	0.122070445364832	0.117897461566785	0.0301727161000335	0.138806262302924	0.187975871338666	0.119049180025932	0.0614733237813362	0.0766139773104511	0.111730287832266	0.266969406701646
EGR2	0.0714421254714038	0.0633979837431931	0.0125245901566109	0.0701346153790243	0.0956056068453462	0.194646051646838	0.0678677567923863	0.0554630010306578	0.0720430066305113	0.333030271720538
EGR3	0.102812775809855	0.0961722405347706	0.0209360939057509	0.104709110408922	0.148849576550288	0.172403917003955	0.0712867890830411	0.0770945893035826	0.0990529691018798	0.293371689532
EGR4	0.125679165891154	0.122437127335753	0.0269857171901284	0.108338199227048	0.157321331486915	0.145789248730428	0.0631012047196895	0.0700834994961262	0.0977916376166208	0.27465591898236
ELF1	0.0685547882685411	0.0699560489164903	0.0196868236875688	0.099258960169303	0.169720204183005	0.117615957890695	0.0907460737428383	0.0999033080994565	0.134131977163067	0.319682638106009
ELF2	0.1379722158098	0.137458871184833	0.0311909292382561	0.124635979123829	0.189162751946378	0.118421538664249	0.0542695918853928	0.0813359833245884	0.116839492390357	0.232324708446053
ELF3	0.102699095184167	0.147273190175136	0.0392815914359637	0.077936450437032	0.171204062995613	0.0705176161289086	0.0446763457649969	0.0553980902629347	0.0751219758529114	0.206196995919634
ELF4	0.00762715343524645	0.0202710035792488	0.0012004048235551	0.0107538666638924	0.0220248669722227	0.0140810183428558	0.146676132709846	0.0391393333123536	0.0235992301232638	0.218366141335813
ELK1	0.116315085171912	0.110026679207009	0.0245552426638218	0.105612110792681	0.170629052201822	0.0994930820982908	0.068875510898522	0.0948681425799558	0.128682294570202	0.28765890398681
ELK3	0.0437240775048632	0.0354390602662651	0.0156928808310879	0.100040464355244	0.168771897061169	0.147969212881912	0.0497428041872897	0.0861496306631973	0.104273852398959	0.221725541800636
ELK4	0.11591169099029	0.100747417879844	0.0232285284284842	0.0931949040253868	0.156401363799866	0.117074660490353	0.0686814543093976	0.07738777231108	0.123570402359532	0.270294265316226
EP300	0.128651626064473	0.100416091529271	0.0161272191341103	0.0415953281603214	0.0793142303695845	0.0518246294775158	0.0225375190128739	0.0378669784806509	0.0683565998642253	0.106983910357769
ERF	0.0746635066210418	0.0853193417313646	0.0226371592144504	0.0757538413041554	0.141889754353512	0.135268910811964	0.0557895707916457	0.082219159939382	0.113872689837876	0.294301493733326
ERG	0.12145716438511	0.117447903518224	0.0308115406923809	0.11587439474444	0.182085019216598	0.0882264430674433	0.0652677573759124	0.0875662065575949	0.124906176226522	0.276121754424499
ESRRA	0.180993773033303	0.140988115238864	0.0290405950743443	0.0804224760584106	0.155501350132905	0.0701817028644044	0.050172020868973	0.0720352069554673	0.0882390855668106	0.186951048548714
ETS1	0.0958042584156524	0.100515482128238	0.0233103422332349	0.133165592237525	0.184378227939288	0.112378200613714	0.075008187620869	0.106325868576656	0.11855832080085	0.268968181126714
ETS2	0.12779253291028	0.140417220919095	0.0177434543692626	0.0816563690751044	0.128931264780769	0.141634593025528	0.0576565403429746	0.0806711886639434	0.0898401746744689	0.290162554152472
ETV1	0.201948736518498	0.183804974066664	0.0376050459043682	0.129884008342195	0.192901166757408	0.0775885197984623	0.0456209650638175	0.0639832244192922	0.104262273103262	0.196310979691595
ETV2	0.166963734056908	0.1671778717986	0.0328247453648608	0.121380252228111	0.177943285306893	0.0763936435876035	0.0514341252056182	0.0648856411556694	0.0984673717881424	0.257177697227473
ETV4	0.153357763364391	0.129848841417006	0.0442481632426317	0.172090525004176	0.227422126640456	0.0925440417155929	0.0458830105005754	0.0662338686701049	0.103940308059838	0.193167947667214
ETV5	0.123179567237153	0.111855092036421	0.0376385249356034	0.156522347088981	0.223247504180873	0.114403481307651	0.0452189002941797	0.0718097895902156	0.121410858756665	0.179403855379835
ETV7	0.0809363205535937	0.0758435542539682	0.0207210470658596	0.0861996198282683	0.128261943391676	0.0816461469148676	0.0595223928390479	0.0720614728107377	0.0928715178266328	0.443861307756804
FEV	0.215218796945282	0.19337051520275	0.0327239819481058	0.0667799253547814	0.117345094324299	0.0274432171391691	0.0356960576413955	0.0454437152241848	0.0792916993281064	0.168493699073852
FLI1	0.120053604461108	0.117402339227156	0.0277506630926994	0.108933184617377	0.172124033041861	0.0820281761063726	0.0759297712781996	0.0946937556052563	0.121074215936417	0.288346149422184
FOS	0.130676885021179	0.124114725952773	0.0293617004836243	0.131950919537919	0.182443264758918	0.111804372048572	0.0641137391295536	0.0777928402681148	0.113909527354093	0.26935541783455
FOSB	0.106069641602642	0.0994933990984416	0.0230372240777067	0.108725687218093	0.155015533089846	0.120585036260288	0.0685971478565536	0.0785731667608152	0.10266921193193	0.341086303138993
FOSL1	0.121916458106229	0.117400319027395	0.0285421910923653	0.123856336159552	0.172560628511866	0.0944017925048387	0.0697436651801334	0.0783379082378606	0.102600802174253	0.308747205250411
FOSL2	0.0940608868743675	0.0898050101222614	0.0201782654776316	0.101085734475052	0.151482824307646	0.162914584482478	0.0657596865194636	0.0916314862560987	0.104797046867604	0.311123854175026
FOXC1	0.0736108987881828	0.0691680056952758	0.0109207056026052	0.0633416386639822	0.140509150510101	0.124568482872989	0.0469223107394573	0.0925693279894546	0.0642620731324237	0.163880739687078
FOXD1	0.173699676089888	0.130716687254707	0.0286377328636664	0.0988456871040212	0.12442341988553	0.0939118429408342	0.0473931907148676	0.068693968505585	0.0914208178590865	0.188367439757271
FOXD2	0.0380260492837178	0.0489766868727259	0.00872640806411618	0.0515463407951794	0.0559102555149157	0.161205362292946	0.0622472686033848	0.0665565215670476	0.0328914534217579	0.223774937575792
FOXD3	0.029721501817502	0.0393010021690178	0.011375740448783	0.0939591481673074	0.152738590396814	0.0890989342850402	0.0890347158371239	0.105216178251459	0.113151640083386	0.166313762547031
FOXF1	0.115351016089165	0.127653887889166	0.0273624034978998	0.118980020281564	0.184880073867307	0.110346734437067	0.0619269615279393	0.0917790055264109	0.110626677489864	0.25412350317504
FOXF2	0.110023196824372	0.113202110807201	0.0266590190739875	0.0925675290747792	0.148424550063097	0.103180513565019	0.0704937179837515	0.0944636409754303	0.111222671044343	0.286605151511997
FOXJ1	0.116664457128892	0.128190719385144	0.0253347039401919	0.0865131812024501	0.139210966404929	0.107378487143661	0.0577032773026422	0.0612213317121175	0.0762094311880165	0.250005953430855
FOXJ2	0.103252475687951	0.0858028447338245	0.0182929518823647	0.0711633047948815	0.129977304829549	0.0650234953737029	0.0476307575531724	0.0946405050289798	0.138482469196652	0.224370361531794
FOXJ3	0.0198529449589732	0.0341556459785671	0.00961199063924123	0.0131850526245787	0.0341324416826468	0.0157839963829896	0.0155875797546069	0.023020650960428	0.0352814658006942	0.0395073676526458
FOXK2	0.087710841513721	0.0933590517983249	0.0206723152913535	0.0312941968252735	0.088458799916976	0.0536637762447395	0.0325809764136169	0.0497542521225592	0.0677971176913778	0.148532520405423
FOXL1	0.0780808866377108	0.0976030419453046	0.0130342255855856	0.050835609935265	0.0930434443272841	0.0550398563845733	0.0968239432327704	0.0976055212076069	0.0661118564398334	0.194529249039266
FOXO1	0.0348475341213987	0.0349984925350332	0.00914808979724935	0.0559798519332386	0.114673018520102	0.160223746397321	0.0528134760095386	0.0766216188378729	0.134465044440358	0.30424332385126
FOXO3	0.212416229581701	0.197175423167827	0.0352277336537435	0.103364540813655	0.17012338480098	0.0828679647938845	0.0392888117140425	0.0624740019738789	0.108192973594874	0.184371761200727
FOXP1	0.108549909501952	0.107452934334304	0.032515040944277	0.151605178432132	0.234261506754421	0.104169099845682	0.0545370941893739	0.0823994649794212	0.140363112330232	0.213156756815986
FOXP2	0.0995436035788164	0.117925199812814	0.0284742242224708	0.142328379744635	0.211193358215713	0.104428133398537	0.0469815488644667	0.0750551134612091	0.13348787519631	0.210760336842894
GABPA	0.121983520832881	0.130166144273204	0.0337530037029963	0.122141126869375	0.196422089037878	0.0974925377769913	0.0542366819720346	0.077698691248142	0.123139416421629	0.246179802338744
GABPB1	0.0449990318425354	0.0616226595890836	0.0206720186273911	0.0750796694060855	0.118140134172697	0.0474687600117835	0.0514850317696784	0.0521390966998672	0.0768989389172855	0.418530176891881
GATA2	0.167527275731468	0.150547245451876	0.0262401778028396	0.0640594513652776	0.129823618705192	0.0619854367699141	0.048680812508706	0.0656040417923179	0.0863686232999138	0.252919510789312
GATA3	0.213219057088246	0.20981246722028	0.027886519950645	0.0392167469559412	0.0969713573376038	0.0671308544573153	0.0254873266083567	0.046170243438475	0.0582781933547883	0.140023931265125
GATA4	0.20258134440289	0.184021673426812	0.030659275642825	0.0641478847622627	0.123123151498984	0.0525319564157293	0.0416751893119239	0.0423679718108564	0.074874490014287	0.21851714280855
GATA6	0.0718035505073467	0.0881214484645008	0.0126849388662446	0.026784223819297	0.0618499250152382	0.0297685699209354	0.0268791554275538	0.0292242070996147	0.0463823890646281	0.194343791510677
GLIS2	0.12437948259784	0.10897722802455	0.0318123412893179	0.110659363155196	0.165367294856422	0.10798433451386	0.027221046533365	0.0473334255838027	0.0757809254821353	0.1755463661857
GLIS3	0.0513143737068591	0.0540842468139737	0.00755273561155612	0.0473349307533292	0.077237851482608	0.0662748147878786	0.061231783942028	0.0797174226522116	0.0863413043675073	0.503882525302475
GLYCTK	0.0578117193920845	0.0523545281411394	0.016310781323494	0.0656809058001234	0.115619594372339	0.074854138399944	0.050286897709411	0.146815098468062	0.0754086450720798	0.175605159383782
GMEB1	0.0980398899651959	0.10282882101179	0.0307638815532337	0.105351818819169	0.181458765515569	0.107357219495111	0.0563439253947885	0.0822795517705088	0.101982952846225	0.251135477978253
GTF2B	0.156037874422489	0.148918800275082	0.0330047899678069	0.127814913587576	0.182836940941185	0.103122729432148	0.0589497666660733	0.0759631722256486	0.112102668657478	0.239295696543375
GTF3C2	0.115315223792021	0.117418066145476	0.0279654406191235	0.140248559312736	0.197454958683953	0.0686482904194202	0.0542547768648949	0.0869325275991902	0.116595129266651	0.227791721493575
HBP1	0.0354957902036936	0.0716004258165727	0.0223121898396772	0.113623510739756	0.210706419744283	0.0992447623790844	0.0832084611642651	0.0784989469630825	0.155929648817157	0.243532358670956
HDAC2	0.162470682547113	0.157306607365286	0.0429789737505698	0.166673850797533	0.225419157878362	0.0844308234019081	0.0481364579120818	0.0648498585639719	0.107965204161403	0.180356846308406
HES1	0.0163682588011548	0.0139304466697697	0.0149990153397868	0.113240269558508	0.193342170712355	0.12631158099502	0.0772452968619198	0.100515666423919	0.149286951732519	0.316803741357837
HES2	0.144363981683478	0.178998148182605	0.0451228212911584	0.132403855647909	0.178845365516099	0.0337238294761874	0.0245141771364367	0.0427503512365965	0.067571570727109	0.12141445133105
HES6	0.0590490835082425	0.0654933510185386	0.0210197809932974	0.0615874440508948	0.112640516432076	0.0835479119772932	0.0231903817490937	0.0497998981177453	0.0978543659187399	0.098057390481077
HES7	0.131598769730389	0.135148545071173	0.0375757532146772	0.1399147410134	0.204852498810017	0.104783492898904	0.0424172707247825	0.0644862384211896	0.0892969937908921	0.184118239654931
HIC1	0.117844405747498	0.121417158024153	0.0271373474075146	0.0997212112417459	0.179165704964306	0.113207666406194	0.0631951911269366	0.0959321987844196	0.139452788372201	0.249633832864137
HIF1A	0.0569932265909971	0.0668674078906831	0.0187851071308623	0.0266577669320194	0.0656164555672806	0.0355237267896327	0.0151679591143565	0.0295853352010927	0.0335949239855075	0.0889678379225773
HIVEP1	0.074498567789526	0.0761307316970194	0.0221664126691231	0.0814143276331417	0.140838960997067	0.123975481763562	0.056051680154183	0.0717011689057565	0.0947026218425459	0.190663220977856
HLTF	0.0193768900196606	0.016762794311184	0.00325476280039616	0.00445841593009488	0.00766654026561941	0.00714506355483513	0.00518004028281815	0.0375345670197258	0.00409862411275996	0.0310168136007287
HMGA2	0.0560999757492185	0.0594636947414443	0.0232275095209887	0.170769084223326	0.265915077882416	0.103053454987633	0.0675332018445972	0.103555184709233	0.132479522394286	0.165154346300586
HMX2	0.240293732973731	0.411471685385809	0.0499326148178877	0.0731791041846116	0.0832872499227908	0.019979909586025	0.00314648813640439	0.0056373387742763	0.0448516605300989	0.00561302640723282
HNF1A	0.0567251841128971	0.0645494841602623	0.0192689305828317	0.0281806497203528	0.0529427613151288	0.0117584642091587	0.0206698992753587	0.0157100460909987	0.0350238615781787	0.0254475187345629
HNF4A	0.112687552818515	0.10598125113287	0.0318210996742826	0.138869709620537	0.213949175983569	0.108550497084381	0.0579115149514012	0.0795081081520842	0.139681578146398	0.149545384878455
HOXA1	0.0845641052997373	0.100344896354618	0.0509684025148395	0.0811850277388908	0.0953090179902302	0.0369740082094839	0.0556969903409409	0.0736266777653828	0.0613925707612131	0.178238916717326
HOXA10	0.122292610257613	0.082911888210865	0.0158529849856286	0.041740497879869	0.0727220709834728	0.0261383508951663	0.0510621072677263	0.0358854259741715	0.0414126678614943	0.151913724175357
HOXA11	0.0654218741667999	0.0877438542264066	0.0133164475892102	0.0284305247923785	0.0678110721210496	0.0408831067648672	0.0247405063608942	0.0257189046760767	0.0439740822678201	0.214767869683702
HOXA13	0.127051681373912	0.113074641488592	0.0437787756481633	0.1198037502632	0.192481629406181	0.0480842810138478	0.0530404591656097	0.0496690269203846	0.0994625075199679	0.164571116935265
HOXA3	0.172924611413102	0.17747796397286	0.0441600904721644	0.165099487857381	0.21054080776856	0.0855337427025109	0.0432150448857939	0.0578019179471683	0.0906448626694086	0.173535825446561
HOXA4	0.213355424965861	0.219729319847924	0.0390858597065524	0.138465195470032	0.184889128575341	0.0729271009093131	0.0427904413918795	0.0555196909112542	0.0994202541940189	0.157182530416166
HOXA5	0.22099193952408	0.226196321876492	0.0377343501517714	0.134116388311748	0.180532836136578	0.0797251306520869	0.0391218468729657	0.0528210931062423	0.0959880635007891	0.152060368170641
HOXA6	0.15397392489628	0.243352741630761	0.0243458598451517	0.0547567544714442	0.0871436197468149	0.0567083076140495	0.0213117627327808	0.039788142619899	0.0956753848292027	0.14147909322675
HOXA7	0.089379256185524	0.118983608865276	0.0229139320592556	0.0922607041170721	0.167962899581188	0.0816543774667779	0.0600727127567522	0.103988771735063	0.141303828977092	0.163832098298685
HOXA9	0.0917894066945648	0.0894924015384034	0.021829244466691	0.101139445106714	0.170118977136468	0.113296393179701	0.081938355722458	0.0960913748637462	0.135768707812094	0.275303544236845
HOXB3	0.183260328665609	0.184654603395238	0.0393304773799631	0.148663147171059	0.211946711317223	0.0910645019548978	0.0395741786916769	0.0585536189861117	0.0989085049816055	0.162210303774516
HOXB4	0.196577526695615	0.197454139981133	0.0443264604881312	0.15103599908974	0.212800497584347	0.0839178649768765	0.0387358012032759	0.0560462851543003	0.100345741025722	0.14447573430812
HOXB5	0.289164557954646	0.315349861134493	0.0386699994427946	0.106909225245418	0.12773645739353	0.0446524942481328	0.0224661564581885	0.0316665212384817	0.0656760671443831	0.0818073248450818
HOXB6	0.199734765393885	0.264191998288262	0.0433079886187987	0.12748589532344	0.177998009084899	0.0595644013357561	0.0313958971063434	0.0503129932373386	0.0985464326170805	0.144677574672782
HOXB7	0.112311421146725	0.21062724225027	0.0182290329049704	0.0185834913480681	0.0711641934991498	0.0223206867197074	0.0450450954103609	0.0603744592587925	0.0729508376143256	0.190991919070458
HOXB8	0.226686738322251	0.268690249099179	0.044787919352047	0.0995047499304601	0.155703392571937	0.0604137057319654	0.0222979729026188	0.0370024482150747	0.0607813470101471	0.111762419477973
HOXB9	0.112617418864191	0.0985542858321413	0.0257413261577698	0.127910612276562	0.188967697633846	0.0954343706039069	0.0846387351550906	0.106057011316558	0.119339442762346	0.265017119810525
HOXC6	0.186099424929187	0.167196145707604	0.0290403896288561	0.110775227079135	0.168673194878286	0.0602217804434312	0.0501703098811827	0.0892884837344217	0.0894041887102235	0.156746233189303
HOXC8	0.0139470977869542	0.0270597108223147	0.0051174992141777	0.0150417482089825	0.0399553518922054	0.0476228830349641	0.110876556422653	0.0372287629738172	0.0376677839213252	0.103447945963151
HOXD11	0.107050428466897	0.11776378408612	0.0183697772431121	0.0676451646871502	0.125274546555216	0.110747239953221	0.0912434215451782	0.0926571445643859	0.0943407178010175	0.276438288364976
HOXD3	0.0812109598340403	0.0651667509759553	0.0172773167789808	0.0147846307941762	0.0404819141552284	0.0213339445684242	0.0201888762088271	0.0181835630626519	0.0425695155882752	0.0204017184762236
HOXD4	0.096055624125828	0.0854338156514578	0.0302222223890977	0.0826102607748032	0.109643081209421	0.0815152686884327	0.0342331290998045	0.0318497536506328	0.0631420723809655	0.0534426438437554
